"jodie foster",903,1358150657,0.09,0.23,0.00919074241278153
"golden globe",429,1358150657,0.02,0.18,0.00497075613427994
"justin timberlake",438,1358150657,0.07,0.14,0.0166823699154342
"golden globes",1658,1358150959,0.07,0.67,0.010117562990524
"red carpet",539,1358150959,0.1,0.28,0.0166736933601828
"jodie foster",810,1358150959,0.09,0.24,0.00926578369571375
"golden globe",454,1358150959,0.02,0.17,0.00497769043017337
"justin timberlake",423,1358150959,0.07,0.13,0.0166951422302856
"golden globes",1677,1358151261,0.07,0.64,0.0101368929558402
"jodie foster",863,1358151261,0.09,0.41,0.00932316409858503
"red carpet",571,1358151261,0.1,0.25,0.0166763661342161
"golden globe",476,1358151261,0.02,0.17,0.00498488124565725
"justin timberlake",420,1358151261,0.07,0.13,0.0167063093433844
"golden globes",1647,1358151564,0.07,0.57,0.0101574266840388
"jodie foster",910,1358151564,0.09,0.48,0.00937582016001212
"red carpet",629,1358151564,0.1,0.24,0.0166775428893588
"golden globe",476,1358151564,0.02,0.14,0.00499389201786646
"jodie foster",1093,1358151866,0.09,0.66,0.00940906585867829
"golden globes",1602,1358151866,0.07,0.52,0.0101797208346827
"golden globes 2013",519,1358151866,0.18,0.29,0.0286697627931191
"devil may cry",403,1358151866,0.01,0.24,0.00283449049100846
"the truth behind",448,1358151866,0.0,0.21,0.00165568385918133
"red carpet",610,1358151866,0.1,0.19,0.0166827603663171
"golden globe",484,1358151866,0.02,0.13,0.00500287436463064
"jodie foster",1192,1358152169,0.09,0.66,0.00945303758295732
"golden globes",1589,1358152169,0.07,0.49,0.0101972448228179
"devil may cry",517,1358152169,0.01,0.3,0.00283449049100846
"the truth behind",495,1358152169,0.0,0.18,0.00165568385918133
"red carpet",597,1358152169,0.1,0.16,0.0166873237832436
"golden globe",447,1358152169,0.02,0.12,0.00502169564853447
"jodie foster",1284,1358152471,0.09,0.63,0.00949464070999959
"golden globes",1537,1358152471,0.07,0.45,0.0102176568264105
"devil may cry",616,1358152471,0.01,0.31,0.00283449049100846
"the truth behind",547,1358152471,0.0,0.17,0.00165568385918133
"golden globe",409,1358152471,0.02,0.12,0.00504070638096133
"jodie foster",1380,1358152774,0.09,0.61,0.00953219982261927
"golden globes",1480,1358152774,0.07,0.44,0.0102388069759121
"devil may cry",686,1358152774,0.01,0.27,0.00283449049100846
"jodie foster",1503,1358153076,0.09,0.6,0.00956061133634281
"golden globes",1471,1358153076,0.07,0.5,0.0102600298185236
"devil may cry",760,1358153076,0.01,0.25,0.00283449049100846
"globurile de aur",403,1358153076,0.05,0.09,0.00946502885226267
"the truth behind",576,1358153076,0.0,0.07,0.00165568385918133
"golden globes",1440,1358153378,0.07,0.52,0.0102825469351996
"jodie foster",1567,1358153378,0.09,0.51,0.00958808603992159
"devil may cry",754,1358153378,0.01,0.21,0.00285435439923311
"the truth behind",455,1358153378,0.02,0.05,0.00423869217924688
"golden globes",1497,1358153681,0.07,0.72,0.0103084622586084
"jodie foster",1633,1358153681,0.09,0.54,0.00963714019712014
"golden globe awards",509,1358153681,0.03,0.5,0.00613460504920275
"devil may cry",704,1358153681,0.01,0.18,0.00288587787677542
"golden globe awards",971,1358153983,0.03,1.02,0.00614066384333328
"golden globes",1589,1358153983,0.07,0.8,0.0103282081614559
"jodie foster",1630,1358153983,0.09,0.52,0.00970243565476599
"devil may cry",668,1358153983,0.01,0.18,0.0029142719668653
"golden globe awards",1343,1358154285,0.03,1.13,0.00614106249459533
"golden globes",1685,1358154285,0.07,0.79,0.0103440391949983
"jodie foster",1600,1358154285,0.1,0.52,0.00978319060518972
"devil may cry",604,1358154285,0.01,0.16,0.00294735015817443
"golden globe awards",1771,1358154587,0.03,1.28,0.00614980140569699
"golden globes",1736,1358154587,0.07,0.72,0.0103608414290532
"jodie foster",1482,1358154587,0.1,0.47,0.00988771076359143
"devil may cry",580,1358154588,0.01,0.13,0.00296446444930611
"golden globe awards",2168,1358154890,0.03,1.31,0.00615501902733258
"golden globes",1766,1358154890,0.07,0.63,0.0103766219029283
"jodie foster",1517,1358154890,0.1,0.62,0.0099718909287398
"devil may cry",491,1358154890,0.01,0.12,0.00300126623132196
"să existe",407,1358154890,0.01,0.07,0.00284308764852007
"din univers",407,1358154890,0.0,0.07,0.00181975873771124
"golden globe awards",2584,1358155192,0.03,1.32,0.0061586177669904
"jodie foster",1518,1358155192,0.1,0.6,0.0100423382548154
"golden globes",1767,1358155192,0.07,0.53,0.0103917135226523
"golden globe",428,1358155192,0.02,0.24,0.00514765776250148
"devil may cry",425,1358155192,0.01,0.11,0.00302983733422938
"golden globe awards",2978,1358155495,0.03,1.31,0.00616273368258616
"jodie foster",1434,1358155495,0.1,0.48,0.0101199796849632
"golden globes",1733,1358155495,0.07,0.43,0.0104070060113139
"golden globe",461,1358155495,0.02,0.22,0.00515434593225341
"justin timberlake",401,1358155495,0.08,0.18,0.0168595579165432
"golden globe awards",3199,1358155798,0.03,1.19,0.00620827835643524
"golden globes",1684,1358155798,0.07,0.42,0.0104267889747421
"jodie foster",1360,1358155798,0.1,0.41,0.0101942217230311
"justin timberlake",477,1358155798,0.08,0.31,0.016873607280518
"golden globe",475,1358155798,0.02,0.18,0.0051625473483414
"the 16 best tina fey and amy poehler",415,1358155798,0.0,0.1,0.00184378564400604
"golden globe awards",3378,1358156100,0.03,1.13,0.00627000304687942
"one hour behind",505,1358156100,0.03,0.53,0.005841429523468
"super sunday",505,1358156100,0.0,0.53,0.00147662153143189
"golden globes",1691,1358156100,0.07,0.52,0.0104474100626529
"jodie foster",1373,1358156100,0.1,0.44,0.0102459882294196
"justin timberlake",554,1358156100,0.08,0.37,0.0168859748320065
"golden globe",468,1358156100,0.02,0.15,0.00517426150196659
"arsenal 0-2 man city",419,1358156100,0.01,0.11,0.00335109256368656
"an arsenal",419,1358156100,0.03,0.11,0.00682156936486297
"golden globe awards",3441,1358156403,0.03,1.04,0.00636230475513563
"golden globes",1573,1358156403,0.07,0.52,0.010478059764732
"one hour behind",650,1358156403,0.03,0.5,0.005841429523468
"super sunday",650,1358156403,0.0,0.5,0.00147662153143189
"jodie foster",1324,1358156403,0.1,0.42,0.0103133791351739
"justin timberlake",614,1358156403,0.08,0.37,0.0168978638047181
"golden globe",481,1358156403,0.02,0.13,0.00518066957038877
"suit and tie",425,1358156403,0.01,0.11,0.00874049273882671
"arsenal 0-2 man city",445,1358156403,0.01,0.1,0.00335109256368656
"an arsenal",445,1358156403,0.03,0.1,0.00682156936486297
"golden globe awards",3232,1358156707,0.03,0.97,0.00655310129683633
"golden globes",1473,1358156707,0.07,0.52,0.0105069885178631
"super sunday",780,1358156707,0.0,0.46,0.00147662153143189
"one hour behind",780,1358156707,0.03,0.46,0.005841429523468
"jodie foster",1282,1358156707,0.1,0.4,0.0103779673674569
"justin timberlake",686,1358156707,0.08,0.36,0.016906506523088
"golden globe",497,1358156707,0.02,0.13,0.00518757127149348
"suit and tie",434,1358156707,0.02,0.11,0.00904254315003143
"arsenal 0-2 man city",440,1358156707,0.01,0.09,0.00365630050899619
"an arsenal",440,1358156707,0.03,0.09,0.0068459997445784
"latest football",419,1358156707,0.01,0.08,0.00335823257380352
"golden globe awards",3095,1358157009,0.04,0.84,0.00668962021363976
"golden globes",1408,1358157009,0.07,0.52,0.0105323493579704
"jodie foster",1277,1358157009,0.11,0.44,0.0104405879196598
"simona gherghe",465,1358157009,0.0,0.38,0.00210778925115626
"one hour behind",870,1358157009,0.03,0.37,0.005841429523468
"super sunday",869,1358157009,0.0,0.37,0.00147662153143189
"justin timberlake",740,1358157010,0.08,0.31,0.0169120901527416
"golden globe",485,1358157010,0.02,0.13,0.00520147835656899
"golden globe awards",2851,1358157312,0.04,0.77,0.0068618733726566
"golden globes",1382,1358157312,0.07,0.54,0.0105546148287457
"jodie foster",1265,1358157312,0.11,0.41,0.0104915212354535
"justin timberlake",794,1358157312,0.08,0.29,0.0169202014364682
"one hour behind",939,1358157312,0.03,0.29,0.005841429523468
"super sunday",938,1358157312,0.0,0.29,0.00147662153143189
"simona gherghe",493,1358157312,0.0,0.24,0.00243572805188004
"del mundo",435,1358157312,0.14,0.24,0.0193499210232007
"de barcelona",401,1358157312,0.03,0.23,0.00662744745605285
"golden globe",459,1358157312,0.02,0.13,0.00521759615521842
"golden globe awards",2658,1358157617,0.04,0.74,0.00701172574952195
"golden globes",1371,1358157617,0.07,0.54,0.0105737940897068
"processo ruby",540,1358157617,0.04,0.5,0.0413047793914518
"jodie foster",1141,1358157617,0.11,0.4,0.0105871248244547
"super sunday",1012,1358157617,0.0,0.26,0.00147662153143189
"one hour behind",1013,1358157617,0.03,0.26,0.005841429523468
"justin timberlake",808,1358157617,0.08,0.25,0.0169312214019966
"de barcelona",443,1358157617,0.03,0.18,0.00662744745605285
"golden globe",407,1358157617,0.02,0.12,0.00523862341688725
"golden globe awards",2442,1358157919,0.04,0.66,0.00715318467192169
"golden globes",1390,1358157919,0.07,0.49,0.0105867633015266
"processo ruby",611,1358157919,0.03,0.38,0.0250984564167701
"jodie foster",1068,1358157920,0.11,0.35,0.0106512007405027
"justin timberlake",843,1358157920,0.08,0.26,0.0169437963894112
"one hour behind",1087,1358157920,0.03,0.25,0.005841429523468
"super sunday",1086,1358157920,0.0,0.25,0.00147662153143189
"de barcelona",483,1358157920,0.03,0.15,0.00662744745605285
"de retour",419,1358157920,0.0,0.1,0.00198901568554167
"golden globe awards",2201,1358158223,0.04,0.61,0.00729879327989408
"golden globes",1420,1358158223,0.07,0.48,0.010598960219263
"jodie foster",1083,1358158223,0.11,0.36,0.0106892773396242
"justin timberlake",847,1358158223,0.08,0.24,0.0169602528576106
"one hour behind",1036,1358158223,0.03,0.23,0.00588740517108805
"super sunday",1035,1358158223,0.04,0.23,0.00565081626731229
"de barcelona",531,1358158223,0.03,0.15,0.00662744745605285
"golden globes",1468,1358158531,0.07,0.53,0.010613846766338
"golden globe awards",2021,1358158531,0.04,0.52,0.00740779630476939
"jodie foster",1116,1358158531,0.11,0.4,0.010731797252434
"justin timberlake",792,1358158531,0.08,0.26,0.0169957360925828
"one hour behind",826,1358158531,0.03,0.21,0.005993395482113
"super sunday",825,1358158531,0.11,0.21,0.0100952418860982
"de barcelona",560,1358158531,0.03,0.12,0.00662744745605285
"golden globes",1435,1358158834,0.07,0.54,0.0106358283069027
"golden globe awards",1848,1358158834,0.04,0.5,0.00751789275919776
"jodie foster",1097,1358158834,0.11,0.41,0.0107893231246693
"justin timberlake",761,1358158834,0.08,0.27,0.0170241841856636
"one hour behind",712,1358158834,0.03,0.16,0.00605283837847939
"de barcelona",534,1358158834,0.03,0.11,0.00663854920299412
"golden globes",1448,1358159136,0.07,0.56,0.0106536772417973
"golden globe awards",1685,1358159136,0.05,0.48,0.00761949440297366
"jodie foster",1109,1358159136,0.11,0.42,0.0108352106810488
"golden globes 2013",601,1358159136,0.18,0.34,0.0305962863442262
"justin timberlake",705,1358159136,0.08,0.22,0.0170501606911472
"one hour behind",589,1358159136,0.03,0.12,0.00611053621669209
"de barcelona",428,1358159136,0.03,0.1,0.00666488064153631
"14 gennaio 2013",403,1358159136,0.0,0.08,0.00179845130078385
"golden globes",1471,1358159440,0.07,0.57,0.0106706358679755
"golden globe awards",1540,1358159440,0.05,0.43,0.0077051289957519
"jodie foster",1100,1358159440,0.11,0.4,0.0108835561213881
"golden globes 2013",649,1358159440,0.18,0.31,0.0306521629842608
"justin timberlake",664,1358159440,0.08,0.23,0.0170780670080968
"one hour behind",513,1358159440,0.04,0.13,0.00615735296731107
"golden globes",1529,1358159743,0.07,0.65,0.0106887513560019
"golden globe awards",1454,1358159743,0.05,0.43,0.00777758237321869
"jodie foster",1068,1358159743,0.11,0.39,0.0109391671607716
"golden globes 2013",692,1358159743,0.18,0.28,0.030696130172227
"funny pictures",419,1358159743,0.03,0.25,0.00942704809540725
"justin timberlake",651,1358159743,0.08,0.21,0.0170956128689291
"one hour behind",480,1358159743,0.04,0.14,0.0061889446192883
"suzanne moore",406,1358159743,0.02,0.08,0.00600311048038925
"golden globes",1519,1358160047,0.07,0.6,0.0107080090535725
"golden globe awards",1340,1358160047,0.05,0.42,0.00785416398842583
"jodie foster",1043,1358160047,0.11,0.35,0.0109848060775534
"golden globes 2013",731,1358160047,0.18,0.31,0.0307930887304216
"justin timberlake",650,1358160047,0.08,0.23,0.0171147468962017
"funny pictures",443,1358160047,0.03,0.18,0.00942864577773658
"one hour behind",439,1358160047,0.04,0.12,0.00621504289853859
"golden globes",1531,1358160355,0.07,0.57,0.0107250996824062
"the lost sirens",587,1358160355,0.0,0.56,0.000884357326085006
"golden globe awards",1251,1358160355,0.05,0.4,0.00792083228536457
"jodie foster",1060,1358160355,0.11,0.38,0.0110269200637898
"justin timberlake",653,1358160355,0.08,0.23,0.0171310677727669
"golden globes",1564,1358160659,0.07,0.54,0.0107388503036812
"the lost sirens",683,1358160659,0.0,0.44,0.000884357326085006
"golden globe awards",1176,1358160659,0.05,0.36,0.00797625708903804
"jodie foster",1060,1358160659,0.11,0.35,0.0110618415591814
"justin timberlake",632,1358160659,0.08,0.22,0.0171526102230149
"golden globes",1540,1358160962,0.07,0.49,0.0107562090575355
"golden globe awards",1101,1358160962,0.05,0.34,0.0080306747594631
"jodie foster",1015,1358160962,0.11,0.31,0.0111110294179106
"the lost sirens",734,1358160962,0.0,0.3,0.000884357326085006
"justin timberlake",619,1358160962,0.08,0.21,0.0171705716922726
"golden globes",1535,1358161266,0.07,0.53,0.0107755619233758
"golden globe awards",1039,1358161266,0.05,0.29,0.00807261740285086
"jodie foster",963,1358161266,0.12,0.29,0.0111599937370819
"justin timberlake",593,1358161266,0.08,0.21,0.0171922529192468
"marouane chamakh",413,1358161569,0.0,0.63,0.00206837508867835
"golden globes",1495,1358161569,0.07,0.47,0.010793287139583
"golden globe awards",959,1358161569,0.05,0.27,0.00812300152445628
"jodie foster",914,1358161569,0.12,0.27,0.0112062047993495
"justin timberlake",568,1358161569,0.08,0.19,0.0172103718979573
"golden globes",1463,1358161872,0.07,0.46,0.0108118319078999
"marouane chamakh",486,1358161872,0.0,0.45,0.0020714078557333
"golden globe awards",905,1358161872,0.05,0.26,0.00816262619200469
"jodie foster",846,1358161872,0.12,0.23,0.0112533095720915
"justin timberlake",562,1358161872,0.08,0.17,0.0172239398094705
"golden globes",1498,1358162175,0.07,0.6,0.0108322459402279
"jodie foster",856,1358162175,0.12,0.32,0.0112976810678796
"golden globe awards",862,1358162175,0.05,0.25,0.00819930539836143
"justin timberlake",526,1358162175,0.08,0.14,0.0172417696276292
"golden globes",1418,1358162478,0.07,0.53,0.0108555815652679
"jodie foster",833,1358162478,0.12,0.29,0.0113346628824183
"golden globe awards",783,1358162478,0.05,0.22,0.00824100036484142
"justin timberlake",518,1358162478,0.08,0.15,0.0172555406045205
"golden globes",1393,1358162781,0.07,0.49,0.0108734934716083
"golden globe awards",805,1358162781,0.05,0.35,0.00828037016649855
"jodie foster",793,1358162781,0.12,0.26,0.0113743979291672
"marouane chamakh",599,1358162781,0.0,0.22,0.00207893371336651
"justin timberlake",495,1358162781,0.08,0.17,0.0172750233440261
"el chavismo",405,1358162781,0.02,0.12,0.00463461845637298
"escuchas ilegales a la oposición",403,1358162781,0.03,0.12,0.00706172557675747
"golden globes",1444,1358163085,0.07,0.58,0.0108904245051905
"golden globe awards",807,1358163085,0.05,0.36,0.0083135122512321
"jodie foster",796,1358163085,0.12,0.33,0.0114193737752716
"marouane chamakh",691,1358163085,0.0,0.26,0.00208056474616928
"golden globe",401,1358163085,0.02,0.17,0.00539859918818242
"justin timberlake",476,1358163085,0.08,0.17,0.0172930592320051
"red carpet beauty",413,1358163085,0.03,0.17,0.0066265620112093
"el chavismo",427,1358163085,0.02,0.09,0.00463461845637298
"escuchas ilegales a la oposición",425,1358163085,0.03,0.09,0.00706172557675747
"golden globes",1502,1358163388,0.07,0.64,0.0109073294527125
"golden globe awards",926,1358163388,0.05,0.54,0.00834471912600484
"jodie foster",888,1358163388,0.12,0.47,0.0114530986711109
"marouane chamakh",766,1358163388,0.0,0.26,0.00208219962737408
"justin timberlake",479,1358163389,0.08,0.19,0.0173070696804187
"red carpet beauty",426,1358163389,0.03,0.17,0.00665555496364161
"el chavismo",453,1358163389,0.02,0.09,0.00463461845637298
"escuchas ilegales a la oposición",451,1358163389,0.03,0.08,0.00706172557675747
"golden globes",1546,1358163697,0.07,0.63,0.010922847977905
"jovem nerd",609,1358163697,0.2,0.56,0.0208733432795679
"golden globe awards",985,1358163697,0.05,0.52,0.00837251459444744
"jodie foster",963,1358163697,0.12,0.49,0.0114824279292353
"【画像】旦那とイチャつく杉本彩（44） 可愛すぎｗｗｗｗｗｗｗｗｗｗ",517,1358163697,0.02,0.25,0.0182325162917805
"marouane chamakh",823,1358163697,0.0,0.22,0.00208510371811294
"justin timberlake",467,1358163697,0.08,0.17,0.0173222336466518
"red carpet beauty",406,1358163697,0.03,0.15,0.00669968973111758
"golden globe",413,1358163697,0.02,0.14,0.00541556636705285
"el chavismo",452,1358163697,0.02,0.08,0.00464345559392976
"escuchas ilegales a la oposición",450,1358163697,0.03,0.08,0.00721048267742242
"golden globes",1562,1358164001,0.07,0.6,0.0109401222930543
"golden globe awards",1063,1358164001,0.05,0.5,0.00839452677276084
"jodie foster",1012,1358164001,0.12,0.47,0.011513488779457
"jovem nerd",624,1358164001,0.2,0.35,0.0208747905831287
"marouane chamakh",861,1358164001,0.0,0.22,0.00211753476781068
"red carpet beauty",447,1358164001,0.03,0.21,0.0067290485903726
"justin timberlake",456,1358164001,0.08,0.17,0.0173371883845191
"golden globe",428,1358164001,0.02,0.13,0.00542119303761534
"plus de",412,1358164001,0.03,0.09,0.00677901488255948
"golden globes",1780,1358164305,0.08,0.85,0.0109539162602096
"jodie foster",1063,1358164305,0.12,0.43,0.0115391150275478
"golden globe awards",1067,1358164305,0.05,0.39,0.00841946444568084
"marouane chamakh",579,1358164305,0.01,0.33,0.00253980960563193
"red carpet beauty",542,1358164305,0.03,0.32,0.00675347533180158
"ik wilde",407,1358164305,0.0,0.25,0.00211713330202215
"justin timberlake",443,1358164305,0.08,0.15,0.0173510803154402
"april jones",410,1358164305,0.01,0.15,0.00338536966223964
"golden globe",436,1358164305,0.02,0.13,0.0054297067073424
"plus de",444,1358164305,0.03,0.11,0.00678133334574523
"golden globes",1909,1358164612,0.08,0.88,0.0109700947083721
"jodie foster",1280,1358164612,0.12,0.67,0.0115653941324551
"marouane chamakh",798,1358164612,0.01,0.57,0.00256590659587343
"golden globe awards",1105,1358164612,0.05,0.38,0.00844283788788029
"red carpet beauty",610,1358164612,0.03,0.3,0.00676741317643912
"ik wilde",466,1358164612,0.0,0.22,0.00211713330202215
"golden globe",493,1358164612,0.02,0.21,0.00543653586679459
"justin timberlake",463,1358164612,0.08,0.18,0.0173613707989218
"australian open",409,1358164612,0.02,0.15,0.00560102892349728
"april jones",430,1358164612,0.01,0.12,0.00351653187747036
"golden globes",1993,1358164919,0.08,0.92,0.0109925141257933
"jodie foster",1393,1358164919,0.12,0.72,0.011607848434735
"the tablet",416,1358164919,0.01,0.53,0.00327116393795839
"marouane chamakh",930,1358164919,0.01,0.51,0.0025670188901842
"beyond readers",485,1358164920,0.01,0.36,0.00269504942502882
"april jones",599,1358164920,0.01,0.36,0.00377432673462024
"golden globe awards",1130,1358164920,0.05,0.34,0.00846347827445467
"golden globe",549,1358164920,0.02,0.32,0.00545527427765866
"red carpet beauty",591,1358164920,0.03,0.24,0.00682087523575679
"justin timberlake",501,1358164920,0.08,0.21,0.0173702182926877
"ik wilde",519,1358164920,0.0,0.2,0.00211713330202215
"australian open",432,1358164920,0.02,0.12,0.00560227527945109
"golden globes",2090,1358165225,0.08,0.86,0.0110087442365154
"jodie foster",1466,1358165225,0.12,0.62,0.0116406664480152
"april jones",824,1358165225,0.01,0.54,0.00386679329409167
"the tablet",536,1358165225,0.01,0.47,0.00327116393795839
"marouane chamakh",1015,1358165225,0.01,0.42,0.00258987384085857
"golden globe awards",1172,1358165226,0.05,0.32,0.00847960395710135
"beyond readers",570,1358165226,0.01,0.31,0.00269504942502882
"golden globe",526,1358165226,0.02,0.26,0.00547705047594439
"justin timberlake",508,1358165226,0.08,0.21,0.0173834464453197
"red carpet beauty",590,1358165226,0.03,0.19,0.00685036633009294
"ik wilde",553,1358165226,0.0,0.15,0.00211713330202215
"об узниках болотного дела и голодовке сергея кривова",421,1358165226,0.01,0.14,0.0148724712785069
"заявление кс",421,1358165226,0.01,0.14,0.0149261230719821
"australian open",446,1358165226,0.02,0.09,0.00560375860986567
"on monday",407,1358165226,0.04,0.08,0.00829864651761393
"novak djokovic",404,1358165226,0.01,0.08,0.00275952210696117
"golden globes",2162,1358165530,0.08,0.77,0.0110233880677118
"jodie foster",1545,1358165530,0.12,0.53,0.0116617437537404
"the tablet",624,1358165530,0.01,0.38,0.00327116393795839
"marouane chamakh",983,1358165530,0.01,0.34,0.00269704943786785
"golden globe awards",1082,1358165530,0.06,0.31,0.00853257143792312
"april jones",775,1358165530,0.01,0.29,0.00455795608544416
"beyond readers",630,1358165530,0.01,0.25,0.00269683457843116
"justin timberlake",515,1358165530,0.08,0.2,0.0173966458842231
"golden globe",531,1358165530,0.03,0.2,0.0054864107181633
"red carpet beauty",595,1358165530,0.03,0.16,0.00687574278430303
"ik wilde",586,1358165530,0.0,0.13,0.00211713330202215
"australian open",473,1358165530,0.02,0.09,0.0056048113029805
"on monday",436,1358165530,0.04,0.08,0.00829864651761393
"novak djokovic",433,1358165530,0.01,0.08,0.00275952210696117
"darth vader",405,1358165530,0.01,0.08,0.00283099570391356
"golden globes",2129,1358165834,0.08,0.7,0.0110474629005996
"jodie foster",1483,1358165834,0.12,0.43,0.0117188713005839
"the tablet",713,1358165834,0.01,0.33,0.00327116393795839
"golden globe awards",1083,1358165834,0.06,0.32,0.00856239052850718
"marouane chamakh",991,1358165834,0.01,0.32,0.00277698324919792
"red carpet beauty",604,1358165834,0.03,0.22,0.0069264485196676
"beyond readers",682,1358165834,0.01,0.21,0.00269777479574495
"justin timberlake",518,1358165834,0.08,0.2,0.0174105485274895
"april jones",682,1358165834,0.02,0.16,0.00554945738802751
"financial fair play",408,1358165834,0.0,0.16,0.00191265070567416
"golden globe",516,1358165834,0.03,0.14,0.00549671931057257
"ik wilde",550,1358165834,0.01,0.09,0.00237494600372468
"australian open",489,1358165834,0.02,0.08,0.00560611250770365
"on monday",453,1358165834,0.04,0.07,0.00829825916335768
"novak djokovic",451,1358165834,0.01,0.07,0.00275952210696117
"darth vader",423,1358165834,0.01,0.07,0.00283099570391356
"jodie foster",1702,1358166139,0.12,0.8,0.0117760700657687
"golden globes",2077,1358166139,0.08,0.6,0.0110692045381691
"golden globe awards",949,1358166139,0.06,0.3,0.00862822587875078
"the tablet",770,1358166140,0.01,0.26,0.00327116393795839
"marouane chamakh",980,1358166140,0.01,0.25,0.00283251462616688
"justin timberlake",539,1358166140,0.08,0.23,0.0174243774674912
"red carpet beauty",627,1358166140,0.03,0.22,0.00695685804757431
"beyond readers",729,1358166140,0.01,0.19,0.00270176063888468
"golden globe",511,1358166140,0.03,0.13,0.00550677624667262
"financial fair play",435,1358166140,0.0,0.12,0.00191265070567416
"april jones",647,1358166140,0.02,0.11,0.0060077360523751
"ik wilde",476,1358166140,0.01,0.09,0.00282342977777473
"australian open",415,1358166140,0.02,0.08,0.00562506565356214
"la imagen",443,1358166443,0.07,0.71,0.0109964259897515
"en una empanada",436,1358166443,0.0,0.71,0.00159156692943592
"empanada en",436,1358166443,0.0,0.71,0.00143315368541358
"golden globes",2076,1358166443,0.08,0.61,0.0110896661808476
"jodie foster",1664,1358166443,0.12,0.6,0.0118309124145437
"golden globe awards",883,1358166444,0.06,0.28,0.00867161489933722
"marouane chamakh",967,1358166444,0.01,0.21,0.00289303194615477
"justin timberlake",546,1358166444,0.08,0.21,0.0174375224154608
"the tablet",824,1358166444,0.01,0.21,0.00327116393795839
"red carpet beauty",638,1358166444,0.03,0.19,0.00698383715503884
"golden globe",542,1358166444,0.03,0.18,0.00551729137389598
"beyond readers",738,1358166444,0.01,0.15,0.00272411235546897
"april jones",621,1358166444,0.03,0.13,0.00656113383254251
"financial fair play",453,1358166444,0.0,0.09,0.00191648952390685
"la imagen",1239,1358166749,0.07,1.69,0.0109962636904546
"en una empanada",1234,1358166749,0.0,1.69,0.00159156692943592
"empanada en",1234,1358166749,0.0,1.69,0.00143315368541358
"golden globe awards",1068,1358166749,0.06,0.67,0.00871305895795713
"golden globes",2079,1358166749,0.08,0.64,0.0111110176520708
"jodie foster",1617,1358166749,0.12,0.44,0.0118779404918146
"justin timberlake",578,1358166749,0.08,0.23,0.0174484220681912
"de madrugada",419,1358166749,0.0,0.22,0.0017608922335546
"marouane chamakh",955,1358166749,0.01,0.19,0.00294489740053384
"the tablet",870,1358166749,0.01,0.18,0.00327116393795839
"red carpet beauty",573,1358166749,0.03,0.17,0.00705735125272818
